country,year,trade_z_lag1,debt_z_lag1,liq_z_lag1,log_gdp_pc_z_lag1
ROU,1997,-0.9587828924418736,-1.4336829469764396,0.9975700645493345,-2.8060717558848602
ROU,1998,-0.7514367781900931,-1.309752652942386,1.3342223586888053,-2.929555754508798
ROU,1999,-0.9320093626245702,-1.2629345418628546,1.4542965971714659,-2.978412717228132
ROU,2000,-0.7310095665517062,-1.1279882216924406,1.34502339694302,-2.983073917145301
ROU,2001,-1.2188827765558958,-1.10595616941972,1.3871480033490537,-2.916500545097721
ROU,2002,-0.9577912802264181,-1.0123199472606572,1.3872633880991612,-2.779677318586116
ROU,2003,-1.0159989172736659,-1.042614019135648,1.412547557166673,-2.5465723435254
ROU,2004,-0.9097972489983636,-1.1169721955560803,1.4226088414632578,-2.473389545775556
ROU,2005,-0.6689346418641808,-1.2051004046469629,1.2796259071293692,-2.1977241633494344
ROU,2006,-0.6497965261058866,-1.2877206006696653,1.2037133610514839,-2.0615740487049763
ROU,2007,-0.6239154472824936,-1.3841108293628182,0.997580421012522,-1.8430406820410687
ROU,2008,-0.44016970375855796,-1.3978808620332686,0.9860126224367649,-1.6206598206669636
ROU,2009,-0.45286234011639054,-1.3868648358969082,1.3698941962797104,-1.3429398252256
ROU,2010,-1.1737644207526627,-1.1252342151583505,1.504699902653185,-1.4701966823238197
ROU,2011,-0.7236716361573341,-0.9269457447038647,1.476205965933108,-1.559310679866138
ROU,2012,-0.47527277618568853,-0.8360635290788921,1.468620408766796,-1.430816135547498
ROU,2013,-0.5282248684910215,-0.7506893265220995,1.3422657515260112,-1.3698187687320913
ROU,2014,-0.31532572583268914,-0.6845931697039377,1.12809250046875,-1.3531290305612325
ROU,2015,-0.13723217193685044,-0.6487910847607665,1.0794440188240593,-1.2375979285017258
ROU,2016,-0.21328882886230047,-0.6873471762380275,1.0588034140728826,-1.1434473431423022
ROU,2017,-0.1114502543350031,-0.6845931697039377,1.0605033550032996,-1.053933178448984
ROU,2018,-0.34209925564999205,-0.7534433330561897,1.0941336535950752,-0.8317237820225433
ROU,2019,-0.35389944101391474,-0.7727213787948202,1.2290582181794614,-0.6789601466126578
ROU,2020,-0.371054332341298,-0.7561973395902796,1.0586962010034298,-0.5647713210497587
ROU,2021,-0.46773652334822563,-0.43397857510174026,0.9310273746365101,-0.6477358211443749
ROU,2022,-0.385928515573133,-0.3871604640222088,0.903623448415064,-0.4835555507600106
ROU,2023,-0.3980261846016922,-0.4009304966926592,0.911713757330842,-0.36376201896761
ROU,2024,,-0.3678824182835783,0.9765821651585034,-0.3067064364497987
ROU,2025,,-0.21641205890862386,0.9718809024482451,-0.28196166127041333
SVK,1995,,,,
SVK,1996,1.2384314545648012,-1.139004247828801,0.9375024756876514,-2.7365974235988473
SVK,1997,1.122214502913396,-0.8911436597606938,0.8882716603230625,-2.585538503633024
SVK,1998,1.2461660298453554,-0.8222934964084417,0.8404861995366982,-2.4499685153576873
SVK,1999,1.067180024955607,-0.7919994245334507,0.8871088944281565,-2.354877025603018
SVK,2000,0.9882476926053347,-0.42847056203356,0.7681929483281711,-2.3696508478582645
SVK,2001,0.7285444533774953,-0.33208033334040715,0.9056664632832876,-2.351495440497737
SVK,2002,1.3680351711248564,-0.3100482810676866,0.9271998527058952,-2.265369400961008
SVK,2003,1.1408568125639627,-0.4697806600449112,1.1920145628287868,-2.1513496330579684
SVK,2004,1.0715431187036117,-0.5248607907267129,1.2250298442516572,-2.0270477485660017
SVK,2005,1.0538924212685008,-0.5689248952721542,1.3093117608323752,-1.8905435433299351
SVK,2006,1.009765677680723,-0.7617053526584598,1.2743168285791875,-1.7277269586102921
SVK,2007,0.9835871151926934,-0.8580955813516127,1.18086225188655,-1.5048965055067303
SVK,2008,0.7769351294917319,-0.8883896532266036,1.24181205775853,-1.2376490967082752
